YEAR,CENSUS BLOCK,Primary Type,ID
2013,020XX W ADAMS,OTHER OFFENSE,2
2013,020XX W ADAMS,PUBLIC PEACE VIOLATION,1
2013,020XX W ADAMS,THEFT,6
2013,020XX W CARROLL,CRIMINAL DAMAGE,2
2013,020XX W CARROLL,MOTOR VEHICLE THEFT,1
2013,020XX W CARROLL,THEFT,3
2013,020XX W CONGRESS,BATTERY,1
2013,020XX W CONGRESS,THEFT,1
2013,020XX W EISENHOWER EXPY,BATTERY,2
2013,020XX W EISENHOWER EXPY,SEX OFFENSE,2
2013,020XX W FULTON,CRIMINAL DAMAGE,1
2013,020XX W FULTON,CRIMINAL TRESPASS,1
2013,020XX W FULTON,MOTOR VEHICLE THEFT,1
2013,020XX W FULTON,THEFT,4
2013,020XX W HARRISON,BATTERY,2
2013,020XX W HARRISON,MOTOR VEHICLE THEFT,2
2013,020XX W HARRISON,THEFT,1
2013,020XX W HASTINGS,CRIMINAL DAMAGE,1
2013,020XX W HASTINGS,THEFT,3
2013,020XX W JACKSON,ASSAULT,1
2013,020XX W JACKSON,BATTERY,9
2013,020XX W JACKSON,BURGLARY,2
2013,020XX W JACKSON,CRIMINAL DAMAGE,1
2013,020XX W JACKSON,CRIMINAL TRESPASS,3
2013,020XX W JACKSON,DECEPTIVE PRACTICE,2
2013,020XX W JACKSON,MOTOR VEHICLE THEFT,3
2013,020XX W JACKSON,NARCOTICS,1
2013,020XX W JACKSON,OTHER OFFENSE,1
2013,020XX W JACKSON,THEFT,9
2013,020XX W LAKE,NARCOTICS,2
2013,020XX W MADISON,OTHER OFFENSE,1
2013,020XX W MADISON,ROBBERY,2
2013,020XX W MADISON,THEFT,2
2013,020XX W MAYPOLE,ASSAULT,1
2013,020XX W MAYPOLE,BATTERY,1
2013,020XX W MAYPOLE,CRIMINAL DAMAGE,2
2013,020XX W MAYPOLE,NARCOTICS,1
2013,020XX W MAYPOLE,OTHER OFFENSE,2
2013,020XX W MONROE,MOTOR VEHICLE THEFT,1
2013,020XX W MONROE,PUBLIC PEACE VIOLATION,1
2013,020XX W MONROE,THEFT,1
2013,020XX W OGDEN,MOTOR VEHICLE THEFT,2
2013,020XX W OGDEN,THEFT,3
2013,020XX W POLK,BATTERY,1
2013,020XX W POLK,CRIMINAL DAMAGE,2
2013,020XX W POLK,THEFT,4
2013,020XX W RANDOLPH,ASSAULT,1
2013,020XX W RANDOLPH,BATTERY,2
2013,020XX W RANDOLPH,CRIMINAL DAMAGE,1
2013,020XX W RANDOLPH,ROBBERY,1
2013,020XX W TAYLOR,BATTERY,1
2013,020XX W VAN BUREN,BATTERY,1
2013,020XX W VAN BUREN,MOTOR VEHICLE THEFT,2
2013,020XX W VAN BUREN,ROBBERY,1
2013,020XX W VAN BUREN,THEFT,1
2013,020XX W WALNUT,OTHER OFFENSE,1
2013,020XX W WALNUT,PUBLIC PEACE VIOLATION,1
2013,020XX W WALNUT,THEFT,2
2013,020XX W WARREN,BATTERY,1
2013,020XX W WARREN,BURGLARY,2
2013,020XX W WARREN,CRIMINAL DAMAGE,4
2013,020XX W WARREN,MOTOR VEHICLE THEFT,2
2013,020XX W WARREN,THEFT,6
2013,020XX W WASHBURNE,OTHER OFFENSE,1
2013,020XX W WASHINGTON,ASSAULT,1
2013,020XX W WASHINGTON,BATTERY,6
2013,020XX W WASHINGTON,BURGLARY,1
2013,020XX W WASHINGTON,CRIMINAL DAMAGE,2
2013,020XX W WASHINGTON,DECEPTIVE PRACTICE,1
2013,020XX W WASHINGTON,OTHER OFFENSE,1
2013,020XX W WASHINGTON,THEFT,3
2013,021XX S CALUMET,THEFT,1
2013,021XX S CLARK,ASSAULT,1
2013,021XX S CLARK,CRIMINAL DAMAGE,1
2013,021XX S CLARK,THEFT,2
2013,021XX S INDIANA,ASSAULT,2
2013,021XX S INDIANA,BATTERY,2
2013,021XX S INDIANA,BURGLARY,1
2013,021XX S INDIANA,CRIMINAL DAMAGE,1
2013,021XX S INDIANA,DECEPTIVE PRACTICE,2
2013,021XX S INDIANA,KIDNAPPING,1
2013,021XX S INDIANA,OTHER OFFENSE,2
2013,021XX S INDIANA,ROBBERY,1
2013,021XX S INDIANA,THEFT,9
2013,021XX S MICHIGAN,ASSAULT,3
2013,021XX S MICHIGAN,BATTERY,12
2013,021XX S MICHIGAN,CRIMINAL DAMAGE,4
2013,021XX S MICHIGAN,CRIMINAL TRESPASS,1
2013,021XX S MICHIGAN,MOTOR VEHICLE THEFT,3
2013,021XX S MICHIGAN,OTHER OFFENSE,8
2013,021XX S MICHIGAN,ROBBERY,3
2013,021XX S MICHIGAN,THEFT,11
2013,021XX S PRAIRIE,MOTOR VEHICLE THEFT,1
2013,021XX S PRAIRIE,OTHER OFFENSE,1
2013,021XX S PRAIRIE,THEFT,5
2013,021XX S STATE,BATTERY,3
2013,021XX S STATE,CRIMINAL DAMAGE,2
2013,021XX S STATE,NARCOTICS,1
2013,021XX S STATE,THEFT,7
2013,021XX S WABASH,ASSAULT,2
2013,021XX S WABASH,BATTERY,10
2013,021XX S WABASH,CRIMINAL DAMAGE,1
2013,021XX S WABASH,CRIMINAL TRESPASS,2
2013,021XX S WABASH,DECEPTIVE PRACTICE,2
2013,021XX S WABASH,MOTOR VEHICLE THEFT,1
2013,021XX S WABASH,NARCOTICS,1
2013,021XX S WABASH,OTHER OFFENSE,3
2013,021XX S WABASH,PUBLIC PEACE VIOLATION,1
2013,021XX S WABASH,THEFT,14
2013,021XX W ADAMS,ASSAULT,2
2013,021XX W ADAMS,BATTERY,4
2013,021XX W ADAMS,CRIM SEXUAL ASSAULT,1
2013,021XX W ADAMS,CRIMINAL DAMAGE,3
2013,021XX W ADAMS,CRIMINAL TRESPASS,1
2013,021XX W ADAMS,GAMBLING,2
2013,021XX W ADAMS,MOTOR VEHICLE THEFT,3
2013,021XX W ADAMS,NARCOTICS,5
2013,021XX W ADAMS,PUBLIC PEACE VIOLATION,1
2013,021XX W ADAMS,ROBBERY,1
2013,021XX W ADAMS,THEFT,8
2013,021XX W ADAMS,WEAPONS VIOLATION,2
2013,021XX W BOWLER,BATTERY,1
2013,021XX W BOWLER,CRIMINAL DAMAGE,2
2013,021XX W BOWLER,DECEPTIVE PRACTICE,1
2013,021XX W BOWLER,OTHER OFFENSE,1
2013,021XX W BOWLER,THEFT,4
2013,021XX W CARROLL,CRIMINAL DAMAGE,1
2013,021XX W CARROLL,MOTOR VEHICLE THEFT,1
2013,021XX W CONGRESS,MOTOR VEHICLE THEFT,1
2013,021XX W CONGRESS,THEFT,1
2013,021XX W FLOURNOY,MOTOR VEHICLE THEFT,3
2013,021XX W FLOURNOY,THEFT,1
2013,021XX W FULTON,ASSAULT,1
2013,021XX W FULTON,CRIMINAL DAMAGE,1
2013,021XX W FULTON,THEFT,2
2013,021XX W GLADYS,BATTERY,1
2013,021XX W GLADYS,CRIMINAL DAMAGE,2
2013,021XX W GLADYS,THEFT,4
2013,021XX W GRENSHAW,BATTERY,1
2013,021XX W GRENSHAW,CRIM SEXUAL ASSAULT,1
2013,021XX W HARRISON,CRIMINAL DAMAGE,2
2013,021XX W HARRISON,MOTOR VEHICLE THEFT,1
2013,021XX W HARRISON,NARCOTICS,3
2013,021XX W HARRISON,OTHER OFFENSE,1
2013,021XX W HARRISON,ROBBERY,1
2013,021XX W HARRISON,THEFT,13
2013,021XX W JACKSON,ASSAULT,1
2013,021XX W JACKSON,BATTERY,7
2013,021XX W JACKSON,CRIMINAL DAMAGE,2
2013,021XX W JACKSON,NARCOTICS,2
2013,021XX W JACKSON,OFFENSE INVOLVING CHILDREN,1
2013,021XX W JACKSON,OTHER OFFENSE,1
2013,021XX W JACKSON,PUBLIC PEACE VIOLATION,1
2013,021XX W JACKSON,THEFT,1
2013,021XX W JACKSON,WEAPONS VIOLATION,1
2013,021XX W LAKE,THEFT,4
2013,021XX W LEXINGTON,BATTERY,1
2013,021XX W LEXINGTON,CRIMINAL DAMAGE,2
2013,021XX W LEXINGTON,DECEPTIVE PRACTICE,1
2013,021XX W LEXINGTON,OTHER OFFENSE,12
2013,021XX W LEXINGTON,SEX OFFENSE,1
2013,021XX W LEXINGTON,THEFT,5
2013,021XX W MADISON,BATTERY,1
2013,021XX W MADISON,CRIMINAL DAMAGE,2
2013,021XX W MADISON,MOTOR VEHICLE THEFT,1
2013,021XX W MADISON,OTHER OFFENSE,1
2013,021XX W MADISON,THEFT,6
2013,021XX W MAYPOLE,ASSAULT,3
2013,021XX W MAYPOLE,BATTERY,5
2013,021XX W MAYPOLE,CRIM SEXUAL ASSAULT,1
2013,021XX W MAYPOLE,CRIMINAL DAMAGE,1
2013,021XX W MAYPOLE,CRIMINAL TRESPASS,3
2013,021XX W MAYPOLE,DECEPTIVE PRACTICE,2
2013,021XX W MAYPOLE,NARCOTICS,5
2013,021XX W MAYPOLE,OTHER OFFENSE,1
2013,021XX W MAYPOLE,THEFT,2
2013,021XX W MONROE,ASSAULT,3
2013,021XX W MONROE,BATTERY,8
2013,021XX W MONROE,BURGLARY,2
2013,021XX W MONROE,CRIMINAL DAMAGE,3
2013,021XX W MONROE,NARCOTICS,1
2013,021XX W MONROE,OTHER OFFENSE,1
2013,021XX W MONROE,PUBLIC PEACE VIOLATION,1
2013,021XX W MONROE,SEX OFFENSE,1
2013,021XX W MONROE,THEFT,15
2013,021XX W OGDEN,DECEPTIVE PRACTICE,1
2013,021XX W OGDEN,THEFT,2
2013,021XX W POLK,CRIMINAL DAMAGE,3
2013,021XX W POLK,THEFT,1
2013,021XX W RANDOLPH,ASSAULT,1
2013,021XX W RANDOLPH,BATTERY,3
2013,021XX W RANDOLPH,BURGLARY,1
2013,021XX W RANDOLPH,NARCOTICS,2
2013,021XX W ROOSEVELT,ASSAULT,1
2013,021XX W ROOSEVELT,CRIMINAL TRESPASS,1
2013,021XX W ROOSEVELT,OTHER OFFENSE,2
2013,021XX W TAYLOR,CRIMINAL DAMAGE,2
2013,021XX W TAYLOR,OTHER OFFENSE,1
2013,021XX W TAYLOR,THEFT,2
2013,021XX W VAN BUREN,ASSAULT,1
2013,021XX W VAN BUREN,MOTOR VEHICLE THEFT,3
2013,021XX W VAN BUREN,OTHER OFFENSE,1
2013,021XX W VAN BUREN,ROBBERY,1
2013,021XX W VAN BUREN,THEFT,1
2013,021XX W WALNUT,OTHER OFFENSE,1
2013,021XX W WALNUT,ROBBERY,1
2013,021XX W WALNUT,THEFT,3
2013,021XX W WARREN,ASSAULT,2
2013,021XX W WARREN,BATTERY,2
2013,021XX W WARREN,BURGLARY,1
2013,021XX W WARREN,CRIMINAL TRESPASS,2
2013,021XX W WARREN,MOTOR VEHICLE THEFT,4
2013,021XX W WARREN,NARCOTICS,1
2013,021XX W WARREN,OTHER OFFENSE,2
2013,021XX W WARREN,PUBLIC PEACE VIOLATION,1
2013,021XX W WARREN,THEFT,6
2013,021XX W WASHINGTON,ASSAULT,4
2013,021XX W WASHINGTON,BATTERY,2
2013,021XX W WASHINGTON,BURGLARY,3
2013,021XX W WASHINGTON,CRIMINAL DAMAGE,8
2013,021XX W WASHINGTON,CRIMINAL TRESPASS,1
2013,021XX W WASHINGTON,DECEPTIVE PRACTICE,1
2013,021XX W WASHINGTON,MOTOR VEHICLE THEFT,1
2013,021XX W WASHINGTON,NARCOTICS,4
2013,021XX W WASHINGTON,OTHER OFFENSE,5
2013,021XX W WASHINGTON,THEFT,4
2013,022XX S DR MARTIN LUTHER KING JR,ASSAULT,1
2013,022XX S DR MARTIN LUTHER KING JR,BATTERY,4
2013,022XX S DR MARTIN LUTHER KING JR,CRIM SEXUAL ASSAULT,1
2013,022XX S DR MARTIN LUTHER KING JR,CRIMINAL DAMAGE,1
2013,022XX S DR MARTIN LUTHER KING JR,CRIMINAL TRESPASS,3
2013,022XX S DR MARTIN LUTHER KING JR,DECEPTIVE PRACTICE,3
2013,022XX S DR MARTIN LUTHER KING JR,ROBBERY,1
2013,022XX S DR MARTIN LUTHER KING JR,THEFT,25
2013,022XX S INDIANA,BATTERY,2
2013,022XX S INDIANA,CRIMINAL DAMAGE,1
2013,022XX S INDIANA,MOTOR VEHICLE THEFT,1
2013,022XX S INDIANA,ROBBERY,1
2013,022XX S INDIANA,THEFT,2
2013,022XX S MICHIGAN,BATTERY,4
2013,022XX S MICHIGAN,CRIMINAL DAMAGE,1
2013,022XX S MICHIGAN,CRIMINAL TRESPASS,1
2013,022XX S MICHIGAN,DECEPTIVE PRACTICE,1
2013,022XX S MICHIGAN,LIQUOR LAW VIOLATION,1
2013,022XX S MICHIGAN,OTHER OFFENSE,2
2013,022XX S MICHIGAN,THEFT,5
2013,022XX S STATE,ASSAULT,1
2013,022XX S STATE,BATTERY,1
2013,022XX S STATE,DECEPTIVE PRACTICE,1
2013,022XX S STATE,MOTOR VEHICLE THEFT,1
2013,022XX S STATE,NARCOTICS,1
2013,022XX S STATE,THEFT,3
2013,022XX S WABASH,BATTERY,1
2013,022XX S WABASH,CRIMINAL DAMAGE,2
2013,022XX S WABASH,ROBBERY,3
2013,022XX S WABASH,THEFT,2
2013,022XX W ADAMS,BATTERY,2
2013,022XX W ADAMS,CRIMINAL DAMAGE,2
2013,022XX W ADAMS,INTERFERENCE WITH PUBLIC OFFICER,1
2013,022XX W ADAMS,NARCOTICS,2
2013,022XX W ADAMS,SEX OFFENSE,1
2013,022XX W ADAMS,THEFT,1
2013,022XX W ADAMS,WEAPONS VIOLATION,1
2013,022XX W CAMPBELL PARK,ASSAULT,1
2013,022XX W CONGRESS,CRIMINAL TRESPASS,1
2013,022XX W CONGRESS,MOTOR VEHICLE THEFT,2
2013,022XX W EISENHOWER EXPY,NARCOTICS,1
2013,022XX W FULTON,DECEPTIVE PRACTICE,1
2013,022XX W FULTON,ROBBERY,1
2013,022XX W FULTON,THEFT,2
2013,022XX W HARRISON,CRIMINAL DAMAGE,4
2013,022XX W HARRISON,INTERFERENCE WITH PUBLIC OFFICER,1
2013,022XX W HARRISON,MOTOR VEHICLE THEFT,1
2013,022XX W HARRISON,THEFT,9
2013,022XX W JACKSON,ASSAULT,4
2013,022XX W JACKSON,BATTERY,20
2013,022XX W JACKSON,CRIMINAL DAMAGE,5
2013,022XX W JACKSON,CRIMINAL TRESPASS,1
2013,022XX W JACKSON,MOTOR VEHICLE THEFT,1
2013,022XX W JACKSON,NARCOTICS,3
2013,022XX W JACKSON,OTHER OFFENSE,2
2013,022XX W JACKSON,PUBLIC PEACE VIOLATION,4
2013,022XX W JACKSON,THEFT,10
2013,022XX W LAKE,MOTOR VEHICLE THEFT,1
2013,022XX W LAKE,NARCOTICS,2
2013,022XX W MADISON,CRIMINAL DAMAGE,2
2013,022XX W MADISON,MOTOR VEHICLE THEFT,1
2013,022XX W MADISON,ROBBERY,2
2013,022XX W MADISON,THEFT,1
2013,022XX W MAYPOLE,ASSAULT,1
2013,022XX W MAYPOLE,BATTERY,2
2013,022XX W MAYPOLE,BURGLARY,2
2013,022XX W MAYPOLE,CRIMINAL DAMAGE,2
2013,022XX W MAYPOLE,CRIMINAL TRESPASS,1
2013,022XX W MAYPOLE,DECEPTIVE PRACTICE,2
2013,022XX W MAYPOLE,OTHER OFFENSE,2
2013,022XX W MAYPOLE,ROBBERY,1
2013,022XX W MAYPOLE,THEFT,2
2013,022XX W MONROE,ASSAULT,5
2013,022XX W MONROE,BURGLARY,1
2013,022XX W MONROE,CRIMINAL DAMAGE,4
2013,022XX W MONROE,CRIMINAL TRESPASS,1
2013,022XX W MONROE,DECEPTIVE PRACTICE,3
2013,022XX W MONROE,MOTOR VEHICLE THEFT,1
2013,022XX W MONROE,OFFENSE INVOLVING CHILDREN,1
2013,022XX W MONROE,ROBBERY,1
2013,022XX W MONROE,THEFT,9
2013,022XX W MONROE,WEAPONS VIOLATION,1
2013,022XX W OGDEN,ASSAULT,1
2013,022XX W OGDEN,BATTERY,1
2013,022XX W OGDEN,THEFT,2
2013,022XX W POLK,ASSAULT,1
2013,022XX W POLK,CRIMINAL TRESPASS,1
2013,022XX W POLK,OFFENSE INVOLVING CHILDREN,1
2013,022XX W ROOSEVELT,BATTERY,1
2013,022XX W TAYLOR,BURGLARY,2
2013,022XX W TAYLOR,CRIMINAL DAMAGE,3
2013,022XX W TAYLOR,CRIMINAL TRESPASS,1
2013,022XX W TAYLOR,OTHER OFFENSE,3
2013,022XX W TAYLOR,ROBBERY,1
2013,022XX W TAYLOR,THEFT,5
2013,022XX W WALNUT,ROBBERY,1
2013,022XX W WALNUT,THEFT,1
2013,022XX W WARREN,ASSAULT,2
2013,022XX W WARREN,BATTERY,2
2013,022XX W WARREN,BURGLARY,1
2013,022XX W WARREN,CRIMINAL DAMAGE,3
2013,022XX W WARREN,CRIMINAL TRESPASS,2
2013,022XX W WARREN,MOTOR VEHICLE THEFT,6
2013,022XX W WARREN,NARCOTICS,5
2013,022XX W WARREN,OTHER OFFENSE,4
2013,022XX W WARREN,THEFT,2
2013,022XX W WASHBURNE,MOTOR VEHICLE THEFT,1
2013,022XX W WASHBURNE,THEFT,1
2013,022XX W WASHINGTON,ASSAULT,1
2013,022XX W WASHINGTON,BATTERY,4
2013,022XX W WASHINGTON,BURGLARY,1
2013,022XX W WASHINGTON,MOTOR VEHICLE THEFT,2
2013,022XX W WASHINGTON,NARCOTICS,1
2013,022XX W WASHINGTON,OTHER OFFENSE,1
2013,022XX W WASHINGTON,THEFT,4
2013,023XX S DR MARTIN LUTHER KING JR,ASSAULT,2
2013,023XX S DR MARTIN LUTHER KING JR,BATTERY,6
2013,023XX S DR MARTIN LUTHER KING JR,CRIMINAL DAMAGE,2
2013,023XX S DR MARTIN LUTHER KING JR,CRIMINAL TRESPASS,1
2013,023XX S DR MARTIN LUTHER KING JR,THEFT,14
2013,023XX S DR MARTIN LUTHER KING JR,WEAPONS VIOLATION,1
2013,023XX S INDIANA,BATTERY,1
2013,023XX S INDIANA,THEFT,2
2013,023XX S LAKE SHORE DR,BATTERY,1
2013,023XX S LAKE SHORE DR,CRIMINAL TRESPASS,2
2013,023XX S LAKE SHORE DR,DECEPTIVE PRACTICE,3
2013,023XX S LAKE SHORE DR,OTHER OFFENSE,4
2013,023XX S LAKE SHORE DR,THEFT,36
2013,023XX S MC CORMICK PLACE,THEFT,1
2013,023XX S MICHIGAN,ASSAULT,2
2013,023XX S MICHIGAN,BURGLARY,1
2013,023XX S MICHIGAN,CRIMINAL DAMAGE,3
2013,023XX S MICHIGAN,OTHER OFFENSE,1
2013,023XX S MICHIGAN,THEFT,5
2013,023XX S MOE,CRIMINAL TRESPASS,1
2013,023XX S PRAIRIE,THEFT,1
2013,023XX S STATE,MOTOR VEHICLE THEFT,2
2013,023XX S STATE,THEFT,1
2013,023XX S WABASH,BURGLARY,1
2013,023XX S WABASH,CRIMINAL DAMAGE,2
2013,023XX S WABASH,CRIMINAL TRESPASS,2
2013,023XX S WABASH,MOTOR VEHICLE THEFT,3
2013,023XX S WABASH,THEFT,1
2013,023XX W 13TH,THEFT,1
2013,023XX W ADAMS,ASSAULT,2
2013,023XX W ADAMS,BURGLARY,1
2013,023XX W ADAMS,CRIMINAL DAMAGE,2
2013,023XX W ADAMS,CRIMINAL TRESPASS,3
2013,023XX W ADAMS,NARCOTICS,1
2013,023XX W ADAMS,OBSCENITY,1
2013,023XX W ADAMS,THEFT,1
2013,023XX W CONGRESS,MOTOR VEHICLE THEFT,2
2013,023XX W CONGRESS,THEFT,1
2013,023XX W FLOURNOY,BATTERY,1
2013,023XX W FLOURNOY,CRIMINAL DAMAGE,2
2013,023XX W FLOURNOY,MOTOR VEHICLE THEFT,1
2013,023XX W FLOURNOY,THEFT,2
2013,023XX W FULTON,BURGLARY,1
2013,023XX W FULTON,CRIMINAL DAMAGE,1
2013,023XX W FULTON,THEFT,3
2013,023XX W GRENSHAW,OFFENSE INVOLVING CHILDREN,1
2013,023XX W GRENSHAW,THEFT,2
2013,023XX W HARRISON,BATTERY,1
2013,023XX W HARRISON,CRIM SEXUAL ASSAULT,1
2013,023XX W HARRISON,CRIMINAL DAMAGE,2
2013,023XX W HARRISON,DECEPTIVE PRACTICE,1
2013,023XX W HARRISON,MOTOR VEHICLE THEFT,1
2013,023XX W HARRISON,THEFT,9
2013,023XX W JACKSON,ASSAULT,14
2013,023XX W JACKSON,BATTERY,19
2013,023XX W JACKSON,BURGLARY,1
2013,023XX W JACKSON,CRIMINAL DAMAGE,2
2013,023XX W JACKSON,CRIMINAL TRESPASS,7
2013,023XX W JACKSON,DECEPTIVE PRACTICE,4
2013,023XX W JACKSON,INTERFERENCE WITH PUBLIC OFFICER,1
2013,023XX W JACKSON,MOTOR VEHICLE THEFT,3
2013,023XX W JACKSON,NARCOTICS,6
2013,023XX W JACKSON,OFFENSE INVOLVING CHILDREN,1
2013,023XX W JACKSON,OTHER OFFENSE,3
2013,023XX W JACKSON,ROBBERY,1
2013,023XX W JACKSON,THEFT,10
2013,023XX W JACKSON,WEAPONS VIOLATION,1
2013,023XX W LAKE,NARCOTICS,1
2013,023XX W LAKE,OTHER OFFENSE,1
2013,023XX W LAKE,ROBBERY,3
2013,023XX W LAKE,THEFT,1
2013,023XX W MADISON,ASSAULT,2
2013,023XX W MADISON,BATTERY,4
2013,023XX W MADISON,CRIM SEXUAL ASSAULT,1
2013,023XX W MADISON,CRIMINAL TRESPASS,1
2013,023XX W MADISON,DECEPTIVE PRACTICE,2
2013,023XX W MADISON,NARCOTICS,2
2013,023XX W MADISON,OTHER OFFENSE,3
2013,023XX W MADISON,PROSTITUTION,1
2013,023XX W MADISON,ROBBERY,2
2013,023XX W MADISON,THEFT,20
2013,023XX W MAYPOLE,ASSAULT,2
2013,023XX W MAYPOLE,BATTERY,5
2013,023XX W MAYPOLE,MOTOR VEHICLE THEFT,1
2013,023XX W MAYPOLE,NARCOTICS,1
2013,023XX W MONROE,ASSAULT,2
2013,023XX W MONROE,BATTERY,1
2013,023XX W MONROE,BURGLARY,3
2013,023XX W MONROE,CRIMINAL DAMAGE,2
2013,023XX W MONROE,DECEPTIVE PRACTICE,2
2013,023XX W MONROE,INTERFERENCE WITH PUBLIC OFFICER,1
2013,023XX W MONROE,NARCOTICS,1
2013,023XX W MONROE,THEFT,2
2013,023XX W OGDEN,BATTERY,2
2013,023XX W OGDEN,THEFT,1
2013,023XX W POLK,CRIMINAL DAMAGE,1
2013,023XX W POLK,MOTOR VEHICLE THEFT,1
2013,023XX W POLK,OTHER OFFENSE,1
2013,023XX W POLK,THEFT,1
2013,023XX W ROOSEVELT,ASSAULT,1
2013,023XX W ROOSEVELT,BATTERY,1
2013,023XX W ROOSEVELT,CRIMINAL DAMAGE,2
2013,023XX W ROOSEVELT,NARCOTICS,2
2013,023XX W ROOSEVELT,OTHER OFFENSE,1
2013,023XX W ROOSEVELT,THEFT,2
2013,023XX W TAYLOR,BATTERY,2
2013,023XX W TAYLOR,BURGLARY,4
2013,023XX W TAYLOR,CRIMINAL DAMAGE,1
2013,023XX W TAYLOR,OTHER OFFENSE,1
2013,023XX W TAYLOR,PUBLIC PEACE VIOLATION,1
2013,023XX W TAYLOR,THEFT,1
2013,023XX W TAYLOR,WEAPONS VIOLATION,1
2013,023XX W VAN BUREN,ASSAULT,2
2013,023XX W VAN BUREN,BATTERY,8
2013,023XX W VAN BUREN,CRIM SEXUAL ASSAULT,1
2013,023XX W VAN BUREN,CRIMINAL DAMAGE,5
2013,023XX W VAN BUREN,DECEPTIVE PRACTICE,1
2013,023XX W VAN BUREN,MOTOR VEHICLE THEFT,6
2013,023XX W VAN BUREN,NARCOTICS,3
2013,023XX W VAN BUREN,OFFENSE INVOLVING CHILDREN,1
2013,023XX W VAN BUREN,OTHER OFFENSE,2
2013,023XX W VAN BUREN,THEFT,6
2013,023XX W VAN BUREN,WEAPONS VIOLATION,1
2013,023XX W WARREN,ASSAULT,5
2013,023XX W WARREN,BATTERY,5
2013,023XX W WARREN,CRIMINAL DAMAGE,6
2013,023XX W WARREN,NARCOTICS,4
2013,023XX W WARREN,OTHER OFFENSE,3
2013,023XX W WARREN,ROBBERY,1
2013,023XX W WARREN,THEFT,11
2013,023XX W WASHINGTON,ASSAULT,4
2013,023XX W WASHINGTON,BATTERY,1
2013,023XX W WASHINGTON,BURGLARY,1
2013,023XX W WASHINGTON,CRIMINAL DAMAGE,3
2013,023XX W WASHINGTON,CRIMINAL TRESPASS,1
2013,023XX W WASHINGTON,NARCOTICS,4
2013,023XX W WASHINGTON,OFFENSE INVOLVING CHILDREN,1
2013,023XX W WASHINGTON,OTHER OFFENSE,3
2013,023XX W WASHINGTON,ROBBERY,1
2013,023XX W WASHINGTON,STALKING,1
2013,023XX W WASHINGTON,THEFT,3
2013,024XX S DEARBORN,THEFT,3
2013,024XX S DR MARTIN LUTHER KING JR,OTHER OFFENSE,1
2013,024XX S DR MARTIN LUTHER KING JR,THEFT,1
2013,024XX S INDIANA,THEFT,1
2013,024XX S MICHIGAN,CRIMINAL DAMAGE,3
2013,024XX S MICHIGAN,DECEPTIVE PRACTICE,2
2013,024XX S MICHIGAN,MOTOR VEHICLE THEFT,1
2013,024XX S MICHIGAN,OTHER OFFENSE,1
2013,024XX S MICHIGAN,THEFT,2
2013,024XX S STATE,BATTERY,2
2013,024XX S STATE,THEFT,1
2013,024XX S WABASH,ASSAULT,1
2013,024XX S WABASH,CRIMINAL DAMAGE,2
2013,024XX S WABASH,CRIMINAL TRESPASS,1
2013,024XX S WABASH,MOTOR VEHICLE THEFT,2
2013,024XX S WABASH,THEFT,3
2013,024XX W 14TH,CRIMINAL TRESPASS,1
2013,024XX W 14TH,DECEPTIVE PRACTICE,2
2013,024XX W 14TH,THEFT,2
2013,024XX W 16TH,MOTOR VEHICLE THEFT,1
2013,024XX W ADAMS,ASSAULT,1
2013,024XX W ADAMS,BATTERY,10
2013,024XX W ADAMS,BURGLARY,1
2013,024XX W ADAMS,CRIMINAL DAMAGE,5
2013,024XX W ADAMS,GAMBLING,1
2013,024XX W ADAMS,NARCOTICS,5
2013,024XX W ADAMS,OFFENSE INVOLVING CHILDREN,1
2013,024XX W ADAMS,ROBBERY,2
2013,024XX W ADAMS,THEFT,4
2013,024XX W ADAMS,WEAPONS VIOLATION,1
2013,024XX W ARTHINGTON,ASSAULT,1
2013,024XX W ARTHINGTON,BATTERY,2
2013,024XX W ARTHINGTON,CRIMINAL DAMAGE,2
2013,024XX W ARTHINGTON,DECEPTIVE PRACTICE,1
2013,024XX W ARTHINGTON,MOTOR VEHICLE THEFT,3
2013,024XX W ARTHINGTON,NARCOTICS,1
2013,024XX W ARTHINGTON,OTHER OFFENSE,4
2013,024XX W ARTHINGTON,THEFT,5
2013,024XX W CONGRESS,ASSAULT,1
2013,024XX W CONGRESS,BATTERY,2
2013,024XX W CONGRESS,BURGLARY,1
2013,024XX W CONGRESS,MOTOR VEHICLE THEFT,2
2013,024XX W CONGRESS,NARCOTICS,2
2013,024XX W CONGRESS,OTHER OFFENSE,1
2013,024XX W CONGRESS,ROBBERY,1
2013,024XX W CONGRESS,THEFT,6
2013,024XX W FILLMORE,BATTERY,1
2013,024XX W FILLMORE,BURGLARY,1
2013,024XX W FILLMORE,CRIMINAL DAMAGE,1
2013,024XX W FILLMORE,OTHER OFFENSE,2
2013,024XX W FILLMORE,PUBLIC PEACE VIOLATION,1
2013,024XX W FILLMORE,THEFT,2
2013,024XX W FLOURNOY,BURGLARY,1
2013,024XX W FLOURNOY,CRIMINAL DAMAGE,1
2013,024XX W FLOURNOY,DECEPTIVE PRACTICE,1
2013,024XX W FLOURNOY,KIDNAPPING,1
2013,024XX W FLOURNOY,MOTOR VEHICLE THEFT,5
2013,024XX W FLOURNOY,NARCOTICS,1
2013,024XX W FLOURNOY,OTHER OFFENSE,2
